f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.76E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.17E+01,1.59E+03,6.42E+01,2.05E+00,2.91E+02,3.56E+04,-6.81E+02,-1.44E+01,-1.84E+02,1.97E+00,2.60E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.16E+01,1.58E+03,6.41E+01,2.05E+00,2.88E+02,3.54E+04,-6.69E+02,-1.44E+01,-1.84E+02,1.94E+00,2.78E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.39E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.16E+01,1.58E+03,6.41E+01,2.05E+00,2.88E+02,3.54E+04,-6.69E+02,-1.44E+01,-1.84E+02,1.94E+00,2.78E-01
